index,rel_path,label
1016,COVID/images/COVID-1914.png,COVID
2340,COVID/images/COVID-3127.png,COVID
6918,COVID/masks/COVID-804.png,COVID
4714,COVID/masks/COVID-203.png,COVID
41,COVID/images/COVID-1035.png,COVID
7060,COVID/masks/COVID-932.png,COVID
2499,COVID/images/COVID-3278.png,COVID
1831,COVID/images/COVID-2654.png,COVID
1343,COVID/images/COVID-221.png,COVID
2292,COVID/images/COVID-3084.png,COVID
4192,COVID/masks/COVID-1560.png,COVID
6020,COVID/masks/COVID-3238.png,COVID
7026,COVID/masks/COVID-901.png,COVID
5138,COVID/masks/COVID-2413.png,COVID
6538,COVID/masks/COVID-461.png,COVID
2274,COVID/images/COVID-3068.png,COVID
3555,COVID/images/COVID-986.png,COVID
2385,COVID/images/COVID-3171.png,COVID
6113,COVID/masks/COVID-3322.png,COVID
4709,COVID/masks/COVID-2025.png,COVID
1255,COVID/images/COVID-2130.png,COVID
6543,COVID/masks/COVID-466.png,COVID
3113,COVID/images/COVID-588.png,COVID
136,COVID/images/COVID-1120.png,COVID
5255,COVID/masks/COVID-2525.png,COVID
482,COVID/images/COVID-1433.png,COVID
12,COVID/images/COVID-1009.png,COVID
4983,COVID/masks/COVID-2274.png,COVID
5254,COVID/masks/COVID-2524.png,COVID
4172,COVID/masks/COVID-1542.png,COVID
3825,COVID/masks/COVID-1228.png,COVID
2824,COVID/images/COVID-358.png,COVID
1339,COVID/images/COVID-2206.png,COVID
5402,COVID/masks/COVID-2658.png,COVID
313,COVID/images/COVID-1280.png,COVID
166,COVID/images/COVID-1148.png,COVID
2656,COVID/images/COVID-3423.png,COVID
283,COVID/images/COVID-1253.png,COVID
3588,COVID/masks/COVID-1014.png,COVID
1511,COVID/images/COVID-2361.png,COVID
5667,COVID/masks/COVID-2911.png,COVID
3289,COVID/images/COVID-746.png,COVID
333,COVID/images/COVID-1299.png,COVID
6169,COVID/masks/COVID-3373.png,COVID
3660,COVID/masks/COVID-108.png,COVID
2915,COVID/images/COVID-408.png,COVID
1459,COVID/images/COVID-2314.png,COVID
841,COVID/images/COVID-1757.png,COVID
4306,COVID/masks/COVID-1663.png,COVID
1719,COVID/images/COVID-2553.png,COVID
1568,COVID/images/COVID-2412.png,COVID
2384,COVID/images/COVID-3170.png,COVID
345,COVID/images/COVID-1309.png,COVID
3447,COVID/images/COVID-889.png,COVID
3531,COVID/images/COVID-964.png,COVID
2771,COVID/images/COVID-3530.png,COVID
5376,COVID/masks/COVID-2634.png,COVID
6567,COVID/masks/COVID-488.png,COVID
3300,COVID/images/COVID-756.png,COVID
109,COVID/images/COVID-1097.png,COVID
6522,COVID/masks/COVID-447.png,COVID
5053,COVID/masks/COVID-2337.png,COVID
2991,COVID/images/COVID-477.png,COVID
6753,COVID/masks/COVID-656.png,COVID
4216,COVID/masks/COVID-1582.png,COVID
7004,COVID/masks/COVID-882.png,COVID
3935,COVID/masks/COVID-1327.png,COVID
5632,COVID/masks/COVID-2880.png,COVID
3208,COVID/images/COVID-673.png,COVID
4733,COVID/masks/COVID-2047.png,COVID
6352,COVID/masks/COVID-3545.png,COVID
3317,COVID/images/COVID-771.png,COVID
5717,COVID/masks/COVID-2959.png,COVID
5879,COVID/masks/COVID-3103.png,COVID
4382,COVID/masks/COVID-1731.png,COVID
3024,COVID/images/COVID-506.png,COVID
5272,COVID/masks/COVID-2540.png,COVID
855,COVID/images/COVID-177.png,COVID
6527,COVID/masks/COVID-451.png,COVID
3323,COVID/images/COVID-777.png,COVID
1430,COVID/images/COVID-2289.png,COVID
917,COVID/images/COVID-1825.png,COVID
2786,COVID/images/COVID-3544.png,COVID
5186,COVID/masks/COVID-2462.png,COVID
4396,COVID/masks/COVID-1744.png,COVID
2940,COVID/images/COVID-430.png,COVID
5659,COVID/masks/COVID-2904.png,COVID
6220,COVID/masks/COVID-3422.png,COVID
779,COVID/images/COVID-1700.png,COVID
1716,COVID/images/COVID-2550.png,COVID
5485,COVID/masks/COVID-2738.png,COVID
1559,COVID/images/COVID-2404.png,COVID
5037,COVID/masks/COVID-2322.png,COVID
6009,COVID/masks/COVID-3228.png,COVID
3016,COVID/images/COVID-5.png,COVID
409,COVID/images/COVID-1367.png,COVID
3699,COVID/masks/COVID-1114.png,COVID
1704,COVID/images/COVID-254.png,COVID
755,COVID/images/COVID-168.png,COVID
2338,COVID/images/COVID-3125.png,COVID
451,COVID/images/COVID-1405.png,COVID
2176,COVID/images/COVID-2980.png,COVID
5318,COVID/masks/COVID-2582.png,COVID
6058,COVID/masks/COVID-3272.png,COVID
5803,COVID/masks/COVID-3035.png,COVID
3706,COVID/masks/COVID-1120.png,COVID
4329,COVID/masks/COVID-1684.png,COVID
714,COVID/images/COVID-1642.png,COVID
1018,COVID/images/COVID-1916.png,COVID
7046,COVID/masks/COVID-92.png,COVID
7042,COVID/masks/COVID-916.png,COVID
6296,COVID/masks/COVID-3494.png,COVID
6539,COVID/masks/COVID-462.png,COVID
6385,COVID/masks/COVID-3577.png,COVID
1645,COVID/images/COVID-2486.png,COVID
6387,COVID/masks/COVID-3579.png,COVID
6293,COVID/masks/COVID-3491.png,COVID
2837,COVID/images/COVID-3592.png,COVID
3212,COVID/images/COVID-677.png,COVID
5196,COVID/masks/COVID-2471.png,COVID
6894,COVID/masks/COVID-783.png,COVID
813,COVID/images/COVID-1731.png,COVID
6941,COVID/masks/COVID-825.png,COVID
3820,COVID/masks/COVID-1223.png,COVID
2311,COVID/images/COVID-3100.png,COVID
1941,COVID/images/COVID-2759.png,COVID
1957,COVID/images/COVID-2775.png,COVID
1198,COVID/images/COVID-2078.png,COVID
5307,COVID/masks/COVID-2572.png,COVID
818,COVID/images/COVID-1736.png,COVID
2776,COVID/images/COVID-3535.png,COVID
3272,COVID/images/COVID-730.png,COVID
3123,COVID/images/COVID-597.png,COVID
6115,COVID/masks/COVID-3324.png,COVID
586,COVID/images/COVID-1527.png,COVID
4564,COVID/masks/COVID-1896.png,COVID
1890,COVID/images/COVID-2709.png,COVID
3227,COVID/images/COVID-690.png,COVID
1238,COVID/images/COVID-2115.png,COVID
2752,COVID/images/COVID-3512.png,COVID
2003,COVID/images/COVID-2822.png,COVID
6596,COVID/masks/COVID-513.png,COVID
2829,COVID/images/COVID-3584.png,COVID
1422,COVID/images/COVID-2281.png,COVID
4018,COVID/masks/COVID-1402.png,COVID
6416,COVID/masks/COVID-3606.png,COVID
525,COVID/images/COVID-1472.png,COVID
5079,COVID/masks/COVID-2360.png,COVID
2758,COVID/images/COVID-3519.png,COVID
3130,COVID/images/COVID-602.png,COVID
1913,COVID/images/COVID-2733.png,COVID
3348,COVID/images/COVID-8.png,COVID
1334,COVID/images/COVID-2201.png,COVID
5176,COVID/masks/COVID-2452.png,COVID
446,COVID/images/COVID-1400.png,COVID
4683,COVID/masks/COVID-2001.png,COVID
3885,COVID/masks/COVID-1282.png,COVID
221,COVID/images/COVID-1198.png,COVID
5692,COVID/masks/COVID-2934.png,COVID
1905,COVID/images/COVID-2726.png,COVID
370,COVID/images/COVID-1331.png,COVID
2520,COVID/images/COVID-3297.png,COVID
1156,COVID/images/COVID-204.png,COVID
4892,COVID/masks/COVID-2192.png,COVID
2746,COVID/images/COVID-3507.png,COVID
2848,COVID/images/COVID-3602.png,COVID
1605,COVID/images/COVID-2449.png,COVID
6599,COVID/masks/COVID-516.png,COVID
2412,COVID/images/COVID-3196.png,COVID
7045,COVID/masks/COVID-919.png,COVID
4409,COVID/masks/COVID-1756.png,COVID
1636,COVID/images/COVID-2478.png,COVID
6306,COVID/masks/COVID-3502.png,COVID
181,COVID/images/COVID-1161.png,COVID
5992,COVID/masks/COVID-3210.png,COVID
1707,COVID/images/COVID-2542.png,COVID
4074,COVID/masks/COVID-1454.png,COVID
2218,COVID/images/COVID-3017.png,COVID
2717,COVID/images/COVID-3480.png,COVID
2618,COVID/images/COVID-3389.png,COVID
2327,COVID/images/COVID-3115.png,COVID
1819,COVID/images/COVID-2643.png,COVID
4132,COVID/masks/COVID-1506.png,COVID
7025,COVID/masks/COVID-900.png,COVID
3822,COVID/masks/COVID-1225.png,COVID
1733,COVID/images/COVID-2566.png,COVID
6827,COVID/masks/COVID-722.png,COVID
3629,COVID/masks/COVID-1051.png,COVID
6606,COVID/masks/COVID-523.png,COVID
1480,COVID/images/COVID-2333.png,COVID
164,COVID/images/COVID-1146.png,COVID
6031,COVID/masks/COVID-3248.png,COVID
6604,COVID/masks/COVID-521.png,COVID
4201,COVID/masks/COVID-1569.png,COVID
3449,COVID/images/COVID-890.png,COVID
3156,COVID/images/COVID-626.png,COVID
6174,COVID/masks/COVID-3380.png,COVID
1318,COVID/images/COVID-2188.png,COVID
6581,COVID/masks/COVID-50.png,COVID
5472,COVID/masks/COVID-2726.png,COVID
6517,COVID/masks/COVID-442.png,COVID
363,COVID/images/COVID-1325.png,COVID
5159,COVID/masks/COVID-2437.png,COVID
3343,COVID/images/COVID-795.png,COVID
4680,COVID/masks/COVID-20.png,COVID
7078,COVID/masks/COVID-949.png,COVID
7125,COVID/masks/COVID-991.png,COVID
2032,COVID/images/COVID-285.png,COVID
2332,COVID/images/COVID-312.png,COVID
37,COVID/images/COVID-1031.png,COVID
4986,COVID/masks/COVID-2277.png,COVID
7038,COVID/masks/COVID-912.png,COVID
2598,COVID/images/COVID-3368.png,COVID
2474,COVID/images/COVID-3255.png,COVID
1703,COVID/images/COVID-2539.png,COVID
916,COVID/images/COVID-1824.png,COVID
6900,COVID/masks/COVID-789.png,COVID
5549,COVID/masks/COVID-2798.png,COVID
2898,COVID/images/COVID-393.png,COVID
704,COVID/images/COVID-1633.png,COVID
2687,COVID/images/COVID-3453.png,COVID
5267,COVID/masks/COVID-2536.png,COVID
6439,COVID/masks/COVID-372.png,COVID
1571,COVID/images/COVID-2415.png,COVID
2550,COVID/images/COVID-3324.png,COVID
986,COVID/images/COVID-1888.png,COVID
664,COVID/images/COVID-1598.png,COVID
5200,COVID/masks/COVID-2475.png,COVID
732,COVID/images/COVID-1659.png,COVID
4294,COVID/masks/COVID-1652.png,COVID
3577,COVID/masks/COVID-1004.png,COVID
5131,COVID/masks/COVID-2407.png,COVID
1328,COVID/images/COVID-2197.png,COVID
671,COVID/images/COVID-1603.png,COVID
5833,COVID/masks/COVID-3062.png,COVID
733,COVID/images/COVID-166.png,COVID
4827,COVID/masks/COVID-2133.png,COVID
4110,COVID/masks/COVID-1487.png,COVID
4126,COVID/masks/COVID-1500.png,COVID
680,COVID/images/COVID-1611.png,COVID
5574,COVID/masks/COVID-2828.png,COVID
3618,COVID/masks/COVID-1041.png,COVID
3580,COVID/masks/COVID-1007.png,COVID
2066,COVID/images/COVID-2880.png,COVID
4629,COVID/masks/COVID-1954.png,COVID
5807,COVID/masks/COVID-3039.png,COVID
5585,COVID/masks/COVID-2838.png,COVID
6815,COVID/masks/COVID-711.png,COVID
2333,COVID/images/COVID-3120.png,COVID
152,COVID/images/COVID-1135.png,COVID
2801,COVID/images/COVID-3558.png,COVID
2344,COVID/images/COVID-3130.png,COVID
3316,COVID/images/COVID-770.png,COVID
4752,COVID/masks/COVID-2064.png,COVID
95,COVID/images/COVID-1084.png,COVID
3575,COVID/masks/COVID-1002.png,COVID
472,COVID/images/COVID-1424.png,COVID
6573,COVID/masks/COVID-493.png,COVID
659,COVID/images/COVID-1593.png,COVID
1759,COVID/images/COVID-259.png,COVID
1667,COVID/images/COVID-2506.png,COVID
3869,COVID/masks/COVID-1268.png,COVID
6641,COVID/masks/COVID-555.png,COVID
2987,COVID/images/COVID-473.png,COVID
5593,COVID/masks/COVID-2845.png,COVID
492,COVID/images/COVID-1442.png,COVID
6817,COVID/masks/COVID-713.png,COVID
4850,COVID/masks/COVID-2154.png,COVID
6452,COVID/masks/COVID-384.png,COVID
988,COVID/images/COVID-189.png,COVID
6160,COVID/masks/COVID-3365.png,COVID
2189,COVID/images/COVID-2992.png,COVID
1096,COVID/images/COVID-1987.png,COVID
6757,COVID/masks/COVID-66.png,COVID
3803,COVID/masks/COVID-1208.png,COVID
6535,COVID/masks/COVID-459.png,COVID
4945,COVID/masks/COVID-224.png,COVID
3824,COVID/masks/COVID-1227.png,COVID
4183,COVID/masks/COVID-1552.png,COVID
6465,COVID/masks/COVID-396.png,COVID
3950,COVID/masks/COVID-1340.png,COVID
4518,COVID/masks/COVID-1854.png,COVID
1392,COVID/images/COVID-2254.png,COVID
1933,COVID/images/COVID-2751.png,COVID
4942,COVID/masks/COVID-2237.png,COVID
3619,COVID/masks/COVID-1042.png,COVID
6746,COVID/masks/COVID-65.png,COVID
4958,COVID/masks/COVID-2251.png,COVID
5282,COVID/masks/COVID-255.png,COVID
1953,COVID/images/COVID-277.png,COVID
2537,COVID/images/COVID-3312.png,COVID
2350,COVID/images/COVID-3136.png,COVID
3190,COVID/images/COVID-657.png,COVID
3232,COVID/images/COVID-695.png,COVID
3430,COVID/images/COVID-873.png,COVID
6458,COVID/masks/COVID-39.png,COVID
4996,COVID/masks/COVID-2286.png,COVID
4020,COVID/masks/COVID-1404.png,COVID
5317,COVID/masks/COVID-2581.png,COVID
1171,COVID/images/COVID-2053.png,COVID
4691,COVID/masks/COVID-2009.png,COVID
5905,COVID/masks/COVID-3127.png,COVID
3094,COVID/images/COVID-570.png,COVID
3062,COVID/images/COVID-541.png,COVID
1661,COVID/images/COVID-2500.png,COVID
4173,COVID/masks/COVID-1543.png,COVID
107,COVID/images/COVID-1095.png,COVID
775,COVID/images/COVID-1698.png,COVID
1460,COVID/images/COVID-2315.png,COVID
4702,COVID/masks/COVID-2019.png,COVID
2838,COVID/images/COVID-3593.png,COVID
5235,COVID/masks/COVID-2507.png,COVID
1190,COVID/images/COVID-2070.png,COVID
4918,COVID/masks/COVID-2215.png,COVID
6417,COVID/masks/COVID-3607.png,COVID
3498,COVID/images/COVID-934.png,COVID
4988,COVID/masks/COVID-2279.png,COVID
6059,COVID/masks/COVID-3273.png,COVID
3505,COVID/images/COVID-940.png,COVID
6676,COVID/masks/COVID-587.png,COVID
6958,COVID/masks/COVID-840.png,COVID
513,COVID/images/COVID-1461.png,COVID
2646,COVID/images/COVID-3414.png,COVID
5173,COVID/masks/COVID-245.png,COVID
4076,COVID/masks/COVID-1456.png,COVID
6750,COVID/masks/COVID-653.png,COVID
2247,COVID/images/COVID-3043.png,COVID
1653,COVID/images/COVID-2494.png,COVID
3374,COVID/images/COVID-822.png,COVID
6271,COVID/masks/COVID-3470.png,COVID
3745,COVID/masks/COVID-1156.png,COVID
3137,COVID/images/COVID-609.png,COVID
1627,COVID/images/COVID-247.png,COVID
4521,COVID/masks/COVID-1857.png,COVID
5299,COVID/masks/COVID-2565.png,COVID
2468,COVID/images/COVID-325.png,COVID
272,COVID/images/COVID-1243.png,COVID
3372,COVID/images/COVID-820.png,COVID
1135,COVID/images/COVID-2020.png,COVID
4898,COVID/masks/COVID-2198.png,COVID
7095,COVID/masks/COVID-964.png,COVID
5448,COVID/masks/COVID-2700.png,COVID
2519,COVID/images/COVID-3296.png,COVID
3765,COVID/masks/COVID-1174.png,COVID
3774,COVID/masks/COVID-1182.png,COVID
3796,COVID/masks/COVID-1201.png,COVID
1835,COVID/images/COVID-2658.png,COVID
5487,COVID/masks/COVID-274.png,COVID
5273,COVID/masks/COVID-2541.png,COVID
3733,COVID/masks/COVID-1145.png,COVID
4489,COVID/masks/COVID-1828.png,COVID
6393,COVID/masks/COVID-3584.png,COVID
4211,COVID/masks/COVID-1578.png,COVID
5020,COVID/masks/COVID-2307.png,COVID
688,COVID/images/COVID-1619.png,COVID
4387,COVID/masks/COVID-1736.png,COVID
607,COVID/images/COVID-1546.png,COVID
6435,COVID/masks/COVID-369.png,COVID
6468,COVID/masks/COVID-399.png,COVID
3695,COVID/masks/COVID-1110.png,COVID
3711,COVID/masks/COVID-1125.png,COVID
4660,COVID/masks/COVID-1982.png,COVID
4917,COVID/masks/COVID-2214.png,COVID
3221,COVID/images/COVID-685.png,COVID
425,COVID/images/COVID-1381.png,COVID
1984,COVID/images/COVID-28.png,COVID
2927,COVID/images/COVID-419.png,COVID
159,COVID/images/COVID-1141.png,COVID
682,COVID/images/COVID-1613.png,COVID
5753,COVID/masks/COVID-2991.png,COVID
1413,COVID/images/COVID-2273.png,COVID
5537,COVID/masks/COVID-2787.png,COVID
6768,COVID/masks/COVID-67.png,COVID
3507,COVID/images/COVID-942.png,COVID
404,COVID/images/COVID-1362.png,COVID
2595,COVID/images/COVID-3365.png,COVID
5346,COVID/masks/COVID-2607.png,COVID
1226,COVID/images/COVID-2104.png,COVID
3115,COVID/images/COVID-59.png,COVID
5936,COVID/masks/COVID-3159.png,COVID
3030,COVID/images/COVID-511.png,COVID
3006,COVID/images/COVID-490.png,COVID
6299,COVID/masks/COVID-3497.png,COVID
335,COVID/images/COVID-130.png,COVID
2997,COVID/images/COVID-482.png,COVID
5613,COVID/masks/COVID-2863.png,COVID
1638,COVID/images/COVID-248.png,COVID
235,COVID/images/COVID-121.png,COVID
5044,COVID/masks/COVID-2329.png,COVID
50,COVID/images/COVID-1043.png,COVID
3097,COVID/images/COVID-573.png,COVID
6810,COVID/masks/COVID-707.png,COVID
5775,COVID/masks/COVID-301.png,COVID
442,COVID/images/COVID-1398.png,COVID
5415,COVID/masks/COVID-2670.png,COVID
593,COVID/images/COVID-1533.png,COVID
3845,COVID/masks/COVID-1246.png,COVID
3408,COVID/images/COVID-853.png,COVID
4535,COVID/masks/COVID-187.png,COVID
2312,COVID/images/COVID-3101.png,COVID
2322,COVID/images/COVID-3110.png,COVID
3779,COVID/masks/COVID-1187.png,COVID
4612,COVID/masks/COVID-1939.png,COVID
5861,COVID/masks/COVID-3088.png,COVID
6725,COVID/masks/COVID-630.png,COVID
5722,COVID/masks/COVID-2963.png,COVID
1715,COVID/images/COVID-255.png,COVID
2391,COVID/images/COVID-3177.png,COVID
2362,COVID/images/COVID-3150.png,COVID
3864,COVID/masks/COVID-1263.png,COVID
828,COVID/images/COVID-1745.png,COVID
4745,COVID/masks/COVID-2058.png,COVID
2071,COVID/images/COVID-2885.png,COVID
204,COVID/images/COVID-1182.png,COVID
372,COVID/images/COVID-1333.png,COVID
5517,COVID/masks/COVID-2767.png,COVID
2223,COVID/images/COVID-3021.png,COVID
4873,COVID/masks/COVID-2175.png,COVID
6322,COVID/masks/COVID-3518.png,COVID
6576,COVID/masks/COVID-496.png,COVID
5892,COVID/masks/COVID-3115.png,COVID
3682,COVID/masks/COVID-11.png,COVID
6241,COVID/masks/COVID-3443.png,COVID
6642,COVID/masks/COVID-556.png,COVID
3140,COVID/images/COVID-611.png,COVID
1272,COVID/images/COVID-2146.png,COVID
1929,COVID/images/COVID-2748.png,COVID
4878,COVID/masks/COVID-218.png,COVID
2552,COVID/images/COVID-3326.png,COVID
4078,COVID/masks/COVID-1458.png,COVID
4043,COVID/masks/COVID-1425.png,COVID
1849,COVID/images/COVID-2671.png,COVID
3005,COVID/images/COVID-49.png,COVID
6006,COVID/masks/COVID-3225.png,COVID
4613,COVID/masks/COVID-194.png,COVID
1012,COVID/images/COVID-1910.png,COVID
759,COVID/images/COVID-1683.png,COVID
3960,COVID/masks/COVID-135.png,COVID
3261,COVID/images/COVID-720.png,COVID
5880,COVID/masks/COVID-3104.png,COVID
6492,COVID/masks/COVID-42.png,COVID
749,COVID/images/COVID-1674.png,COVID
3198,COVID/images/COVID-664.png,COVID
7086,COVID/masks/COVID-956.png,COVID
3558,COVID/images/COVID-989.png,COVID
5010,COVID/masks/COVID-2299.png,COVID
1046,COVID/images/COVID-1941.png,COVID
3410,COVID/images/COVID-855.png,COVID
6336,COVID/masks/COVID-3530.png,COVID
5514,COVID/masks/COVID-2764.png,COVID
1359,COVID/images/COVID-2224.png,COVID
2828,COVID/images/COVID-3583.png,COVID
3298,COVID/images/COVID-754.png,COVID
1658,COVID/images/COVID-2499.png,COVID
837,COVID/images/COVID-1753.png,COVID
1696,COVID/images/COVID-2532.png,COVID
3191,COVID/images/COVID-658.png,COVID
4321,COVID/masks/COVID-1677.png,COVID
3923,COVID/masks/COVID-1316.png,COVID
96,COVID/images/COVID-1085.png,COVID
5539,COVID/masks/COVID-2789.png,COVID
886,COVID/images/COVID-1798.png,COVID
4090,COVID/masks/COVID-1469.png,COVID
2072,COVID/images/COVID-2886.png,COVID
3491,COVID/images/COVID-928.png,COVID
5843,COVID/masks/COVID-3071.png,COVID
4602,COVID/masks/COVID-193.png,COVID
5941,COVID/masks/COVID-3163.png,COVID
5521,COVID/masks/COVID-2770.png,COVID
6653,COVID/masks/COVID-566.png,COVID
1286,COVID/images/COVID-2159.png,COVID
3275,COVID/images/COVID-733.png,COVID
6002,COVID/masks/COVID-3220.png,COVID
6119,COVID/masks/COVID-3328.png,COVID
7126,COVID/masks/COVID-992.png,COVID
1361,COVID/images/COVID-2226.png,COVID
3351,COVID/images/COVID-801.png,COVID
288,COVID/images/COVID-1258.png,COVID
4029,COVID/masks/COVID-1412.png,COVID
2165,COVID/images/COVID-2970.png,COVID
6209,COVID/masks/COVID-3412.png,COVID
1446,COVID/images/COVID-2302.png,COVID
353,COVID/images/COVID-1316.png,COVID
3246,COVID/images/COVID-707.png,COVID
1976,COVID/images/COVID-2792.png,COVID
2888,COVID/images/COVID-384.png,COVID
4487,COVID/masks/COVID-1826.png,COVID
5291,COVID/masks/COVID-2558.png,COVID
4791,COVID/masks/COVID-2100.png,COVID
4010,COVID/masks/COVID-1396.png,COVID
797,COVID/images/COVID-1717.png,COVID
238,COVID/images/COVID-1212.png,COVID
4031,COVID/masks/COVID-1414.png,COVID
1856,COVID/images/COVID-2679.png,COVID
571,COVID/images/COVID-1513.png,COVID
5850,COVID/masks/COVID-3078.png,COVID
3816,COVID/masks/COVID-122.png,COVID
1774,COVID/images/COVID-2602.png,COVID
3320,COVID/images/COVID-774.png,COVID
266,COVID/images/COVID-1238.png,COVID
5470,COVID/masks/COVID-2724.png,COVID
1534,COVID/images/COVID-2382.png,COVID
1309,COVID/images/COVID-218.png,COVID
2878,COVID/images/COVID-375.png,COVID
2419,COVID/images/COVID-3201.png,COVID
2798,COVID/images/COVID-3555.png,COVID
2810,COVID/images/COVID-3566.png,COVID
4303,COVID/masks/COVID-1660.png,COVID
1059,COVID/images/COVID-1953.png,COVID
1757,COVID/images/COVID-2588.png,COVID
2999,COVID/images/COVID-484.png,COVID
6617,COVID/masks/COVID-533.png,COVID
3553,COVID/images/COVID-984.png,COVID
2792,COVID/images/COVID-355.png,COVID
576,COVID/images/COVID-1518.png,COVID
4681,COVID/masks/COVID-200.png,COVID
4083,COVID/masks/COVID-1462.png,COVID
6903,COVID/masks/COVID-791.png,COVID
874,COVID/images/COVID-1787.png,COVID
6872,COVID/masks/COVID-763.png,COVID
2361,COVID/images/COVID-315.png,COVID
5883,COVID/masks/COVID-3107.png,COVID
1299,COVID/images/COVID-2170.png,COVID
5286,COVID/masks/COVID-2553.png,COVID
3681,COVID/masks/COVID-1099.png,COVID
4732,COVID/masks/COVID-2046.png,COVID
3789,COVID/masks/COVID-1196.png,COVID
5046,COVID/masks/COVID-2330.png,COVID
3008,COVID/images/COVID-492.png,COVID
5411,COVID/masks/COVID-2666.png,COVID
2830,COVID/images/COVID-3585.png,COVID
3371,COVID/images/COVID-82.png,COVID
5498,COVID/masks/COVID-275.png,COVID
3785,COVID/masks/COVID-1192.png,COVID
60,COVID/images/COVID-1052.png,COVID
5835,COVID/masks/COVID-3064.png,COVID
5092,COVID/masks/COVID-2372.png,COVID
3327,COVID/images/COVID-780.png,COVID
1714,COVID/images/COVID-2549.png,COVID
969,COVID/images/COVID-1872.png,COVID
3502,COVID/images/COVID-938.png,COVID
3390,COVID/images/COVID-837.png,COVID
1837,COVID/images/COVID-266.png,COVID
5518,COVID/masks/COVID-2768.png,COVID
455,COVID/images/COVID-1409.png,COVID
4469,COVID/masks/COVID-181.png,COVID
92,COVID/images/COVID-1081.png,COVID
4050,COVID/masks/COVID-1431.png,COVID
2457,COVID/images/COVID-324.png,COVID
6657,COVID/masks/COVID-57.png,COVID
6242,COVID/masks/COVID-3444.png,COVID
5394,COVID/masks/COVID-2650.png,COVID
4434,COVID/masks/COVID-1779.png,COVID
1213,COVID/images/COVID-2092.png,COVID
5657,COVID/masks/COVID-2902.png,COVID
1532,COVID/images/COVID-2380.png,COVID
4544,COVID/masks/COVID-1878.png,COVID
2452,COVID/images/COVID-3235.png,COVID
330,COVID/images/COVID-1296.png,COVID
5217,COVID/masks/COVID-2490.png,COVID
94,COVID/images/COVID-1083.png,COVID
894,COVID/images/COVID-1804.png,COVID
3100,COVID/images/COVID-576.png,COVID
683,COVID/images/COVID-1614.png,COVID
2396,COVID/images/COVID-3181.png,COVID
3771,COVID/masks/COVID-118.png,COVID
6185,COVID/masks/COVID-3390.png,COVID
4198,COVID/masks/COVID-1566.png,COVID
1597,COVID/images/COVID-2441.png,COVID
6040,COVID/masks/COVID-3256.png,COVID
87,COVID/images/COVID-1077.png,COVID
175,COVID/images/COVID-1156.png,COVID
102,COVID/images/COVID-1090.png,COVID
4788,COVID/masks/COVID-2098.png,COVID
4639,COVID/masks/COVID-1963.png,COVID
1486,COVID/images/COVID-2339.png,COVID
5034,COVID/masks/COVID-232.png,COVID
5194,COVID/masks/COVID-247.png,COVID
3716,COVID/masks/COVID-113.png,COVID
2658,COVID/images/COVID-3425.png,COVID
2814,COVID/images/COVID-357.png,COVID
702,COVID/images/COVID-1631.png,COVID
2008,COVID/images/COVID-2828.png,COVID
2896,COVID/images/COVID-391.png,COVID
104,COVID/images/COVID-1092.png,COVID
